,Unnamed: 0,title_query,author_nyt,author_gr,min_rank,max_weeks_on_list,author_id,average_rating,book_id,ratings_count,title,gender,num_pages,author_match
1033,1157,11TH HOUR,James Patterson and Maxine Paetro,James Patterson,1,8,3780.0,4.04,11872242.0,33769.0,11TH HOUR,male,416,True
1035,1159,THE ROAD TO GRACE,Richard Paul Evans,Richard Paul Evans,12,4,46097.0,4.23,12275907.0,9690.0,THE ROAD TO GRACE,male,234,True
1037,1161,IN ONE PERSON,John Irving,John Irving,10,4,3075.0,3.66,12758317.0,23166.0,IN ONE PERSON,male,425,True
1039,1163,THE SINS OF THE FATHER,Jeffrey Archer,Jeffrey Archer,11,3,4820.0,4.05,12160906.0,44551.0,THE SINS OF THE FATHER,male,,True
1042,1166,STOLEN PREY,John Sandford,John Sandford,1,6,4610.0,4.19,13093001.0,18825.0,STOLEN PREY,male,,True
1045,1169,CANADA,Richard Ford,Richard Ford,12,7,7849.0,3.5,12872236.0,23161.0,CANADA,male,420,True
1049,1173,2312,Kim Stanley Robinson,Kim Stanley Robinson,20,0,1858.0,3.44,11830394.0,14159.0,2312,male,561,True
1054,1179,TANGLE OF NEED,Nalini Singh,Nalini Singh,16,1,71688.0,4.11,12059093.0,16971.0,TANGLE OF NEED,female,422,True
1055,1181,KISS THE DEAD,Laurell K Hamilton,Laurell K. Hamilton,1,2,9550.0,3.81,12383252.0,22095.0,KISS THE DEAD,female,359,True
1057,1183,SPRING FEVER,Mary Kay Andrews,Mary Kay Andrews,19,1,21387.0,3.93,13167062.0,17265.0,SPRING FEVER,None,402,True
1058,1185,THE BOURNE IMPERATIVE,Eric Van Lustbader,Eric Van Lustbader,12,1,39467.0,3.88,12988988.0,2971.0,THE BOURNE IMPERATIVE,male,,True
1059,1186,REDSHIRTS,John Scalzi,John Scalzi,15,1,4763.0,3.84,13055592.0,74174.0,REDSHIRTS,male,,True
1065,1193,WICKED BUSINESS,Janet Evanovich,Janet Evanovich,1,5,2384.0,3.78,12275680.0,30247.0,WICKED BUSINESS,female,299,True
1066,1195,THE LONG EARTH,Terry Pratchett and Stephen Baxter,Terry Pratchett,13,1,1654.0,3.75,13147230.0,44408.0,THE LONG EARTH,male,336,True
1067,1196,A HOLOGRAM FOR THE KING,Dave Eggers,Dave Eggers,16,1,3371.0,3.29,13722902.0,24985.0,A HOLOGRAM FOR THE KING,male,312,True
1070,1199,SUMMERLAND,Elin Hilderbrand,Elin Hilderbrand,14,3,88301.0,3.86,12799058.0,27111.0,SUMMERLAND,None,400,True
1071,1200,THE AGE OF MIRACLES,Karen Thompson Walker,Karen Thompson Walker,10,2,5142414.0,3.64,12401556.0,76383.0,THE AGE OF MIRACLES,female,294,True
1073,1202,BEAUTIFUL RUINS,Jess Walter,Jess Walter,11,4,12667.0,3.68,11447921.0,142933.0,BEAUTIFUL RUINS,,,True
1074,1203,THE NEXT BEST THING,Jennifer Weiner,Jennifer Weiner,14,4,9212.0,3.47,13184572.0,27331.0,THE NEXT BEST THING,female,400,True
1076,1205,GOLD,Chris Cleave,Chris Cleave,14,1,374590.0,3.68,15015218.0,14293.0,GOLD,male,384,True
1078,1207,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge,James Patterson,13,6,3780.0,4.05,13037558.0,16929.0,"I, MICHAEL BENNETT",male,,True
1079,1208,BACKFIRE,Catherine Coulter,Catherine Coulter,12,4,1239.0,4.14,13126128.0,8306.0,BACKFIRE,female,405,True
1081,1211,THE PRISONER OF HEAVEN,Carlos Ruiz Zafon,Carlos Ruiz Zafón,20,1,815.0,3.99,13623012.0,51223.0,THE PRISONER OF HEAVEN,male,278,True
1084,1214,15 SECONDS,Andrew Gross,Andrew Gross,18,0,8214.0,3.74,13044811.0,5677.0,15 SECONDS,male,324,True
1089,1220,EARTH UNAWARE,Orson Scott Card and Aaron Johnston,Orson Scott Card,14,1,589.0,3.94,13151129.0,37505.0,EARTH UNAWARE,male,368,True
1090,1222,WHERE WE BELONG,Emily Giffin,Emily Giffin,14,7,13370.0,3.88,12987977.0,80317.0,WHERE WE BELONG,female,372,True
1093,1225,BLACK LIST,Brad Thor,Brad Thor,12,6,5088.0,4.22,13117308.0,16080.0,BLACK LIST,male,371,True
1094,1226,BROKEN HARBOR,Tana French,Tana French,11,2,138825.0,3.93,16171207.0,61559.0,BROKEN HARBOR,female,450,True
1095,1227,JUDGMENT CALL,J A Jance,J.A. Jance,11,2,3453636.0,4.03,13342424.0,5501.0,JUDGMENT CALL,female,,True
1097,1229,ODD APOCALYPSE,Dean Koontz,Dean Koontz,11,5,9355.0,3.95,13154933.0,23597.0,ODD APOCALYPSE,None,464,True
1098,1230,THE LIGHT BETWEEN OCEANS,M L Stedman,M.L. Stedman,13,8,5755257.0,4.02,13158800.0,348057.0,THE LIGHT BETWEEN OCEANS,,,True
1100,1232,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,Rachel Joyce,Rachel Joyce,17,0,5309857.0,3.9,13227454.0,131979.0,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,female,320,True
1102,1234,CHARON'S CLAW,R A Salvatore,R.A. Salvatore,16,2,1023510.0,4.2,13227445.0,5892.0,CHARON'S CLAW,male,352,True
1105,1237,TIME UNTIME,Sherrilyn Kenyon,Sherrilyn Kenyon,8,1,4430.0,4.11,12077553.0,15315.0,TIME UNTIME,None,414,True
1108,1240,THE DOG STARS,Peter Heller,Peter Heller,13,2,134408.0,3.91,13330761.0,45583.0,THE DOG STARS,,,True
1110,1242,THE INN AT ROSE HARBOR,Debbie Macomber,Debbie Macomber,11,4,11349.0,3.93,13414594.0,18585.0,THE INN AT ROSE HARBOR,female,330,True
1112,1245,"WHERE'D YOU GO, BERNADETTE",Maria Semple,Maria Semple,16,2,1588088.0,3.91,13526165.0,328751.0,"WHERE'D YOU GO, BERNADETTE",,,True
1116,1249,THE BEAUTIFUL MYSTERY,Louise Penny,Louise Penny,10,2,194243.0,4.2,16045144.0,35792.0,THE BEAUTIFUL MYSTERY,,,True
1117,1250,LAST TO DIE,Tess Gerritsen,Tess Gerritsen,15,3,18149.0,4.11,13272498.0,23265.0,LAST TO DIE,female,338,True
1118,1252,BONES ARE FOREVER,Kathy Reichs,Kathy Reichs,12,2,26372.0,3.87,13030356.0,16442.0,BONES ARE FOREVER,female,283,True
1120,1256,THE TIME KEEPER,Mitch Albom,Mitch Albom,1,9,2331.0,3.85,13624688.0,89037.0,THE TIME KEEPER,None,,True
1121,1257,ZOO,James Patterson and Michael Ledwidge,James Patterson,11,6,3780.0,3.45,13353667.0,35490.0,ZOO,male,395,True
1124,1260,NW,Zadie Smith,Zadie Smith,14,2,2522.0,3.44,13537891.0,28542.0,NW,female,296,True
1125,1261,GARMENT OF SHADOWS,Laurie R King,Laurie R. King,9,1,6760.0,3.92,13330537.0,7276.0,GARMENT OF SHADOWS,female,266,True
1126,1263,LORD OF MOUNTAINS,S M Stirling,S.M. Stirling,13,1,14002.0,3.83,13543199.0,2164.0,LORD OF MOUNTAINS,male,336,True
1131,1270,A WANTED MAN,Lee Child,Lee Child,1,6,5091.0,4.02,13359067.0,52502.0,A WANTED MAN,male,15,True
1133,1272,DELUSION IN DEATH,J D Robb,J.D. Robb,11,3,17065.0,4.33,13252406.0,19464.0,DELUSION IN DEATH,None,388,True
1134,1274,TELEGRAPH AVENUE,Michael Chabon,Michael Chabon,12,5,2715.0,3.37,10756240.0,18864.0,TELEGRAPH AVENUE,male,465,True
1135,1275,THIS IS HOW YOU LOSE HER,Junot Díaz,Junot Díaz,10,6,55215.0,3.75,13503109.0,81066.0,THIS IS HOW YOU LOSE HER,male,217,True
1136,1276,FROZEN HEAT,Richard Castle,Richard Castle,16,1,1953433.0,3.98,13482355.0,12543.0,FROZEN HEAT,male,309,True
1139,1279,A FISTFUL OF COLLARS,Spencer Quinn,Spencer Quinn,16,1,1932450.0,4.07,13259975.0,4111.0,A FISTFUL OF COLLARS,male,,True
1140,1280,WINTER OF THE WORLD,Ken Follett,Ken Follett,1,9,3447.0,4.32,12959233.0,106795.0,WINTER OF THE WORLD,None,940,True
1143,1283,SEVERE CLEAR,Stuart Woods,Stuart Woods,13,2,3936.0,3.88,13593568.0,4909.0,SEVERE CLEAR,male,320,True
1144,1284,MIDST TOIL AND TRIBULATION,David Weber,David Weber,10,1,10517.0,4.11,13118201.0,4523.0,MIDST TOIL AND TRIBULATION,male,608,True
1146,1286,FALLEN MASTERS,John Edward,John Edward,17,0,72148.0,3.27,13538881.0,427.0,FALLEN MASTERS,,,True
1147,1287,HISS AND HERS,M C Beaton,M.C. Beaton,18,0,1657638.0,3.62,13538782.0,4108.0,HISS AND HERS,female,294,True
1148,1288,THE CASUAL VACANCY,J K Rowling,J.K. Rowling,1,9,1077326.0,3.29,13497818.0,278146.0,THE CASUAL VACANCY,,,True
1152,1292,SUTTON,J R Moehringer,J.R. Moehringer,17,0,34372.0,3.8,13624683.0,8498.0,SUTTON,male,334,True
1153,1293,A FOOL'S GOLD CHRISTMAS,Susan Mallery,Susan Mallery,18,0,8716.0,4.1,13548158.0,7455.0,A FOOL'S GOLD CHRISTMAS,female,320,True
1154,1294,MAD RIVER,John Sandford,John Sandford,10,4,4610.0,4.19,13593555.0,16475.0,MAD RIVER,male,387,True
1155,1296,DARK STORM,Christine Feehan,Christine Feehan,17,1,6268.0,4.26,12398199.0,8808.0,DARK STORM,female,,True
1156,1297,LIVE BY NIGHT,Dennis Lehane,Dennis Lehane,16,2,10289.0,3.89,13083008.0,19913.0,LIVE BY NIGHT,None,402,True
1158,1299,THIS BOOK IS FULL OF SPIDERS,David Wong,David  Wong,11,1,225033.0,4.26,12924261.0,21725.0,THIS BOOK IS FULL OF SPIDERS,,,True
1159,1300,IN SUNLIGHT AND IN SHADOW,Mark Helprin,Mark Helprin,15,1,8146.0,3.47,13391073.0,3365.0,IN SUNLIGHT AND IN SHADOW,male,705,True
1161,1303,REDOUBT,Mercedes Lackey,Mercedes Lackey,20,0,8685.0,3.94,13515085.0,5391.0,REDOUBT,female,330,True
1163,1305,NYPD RED,James Patterson and Marshall Karp,James Patterson,10,5,3780.0,3.92,14781501.0,29467.0,NYPD RED,male,512,True
1167,1309,A THOUSAND MORNINGS,Mary Oliver,Mary Oliver,19,0,23988.0,4.19,13588404.0,9609.0,A THOUSAND MORNINGS,female,82,True
1171,1314,THE SECRET KEEPER,Kate Morton,Kate Morton,15,4,615274.0,4.14,13508607.0,118225.0,THE SECRET KEEPER,None,,True
1177,1320,ANGELS AT THE TABLE,Debbie Macomber,Debbie Macomber,13,3,11349.0,3.85,13533655.0,5436.0,ANGELS AT THE TABLE,female,,True
1178,1321,THE YELLOW BIRDS,Kevin Powers,Kevin Powers,13,1,3140334.0,3.74,13366259.0,21757.0,THE YELLOW BIRDS,male,226,True
1179,1322,THE UNCOMMON APPEAL OF CLOUDS,Alexander McCall Smith,Alexander McCall Smith,16,1,4738.0,3.72,13642130.0,3932.0,THE UNCOMMON APPEAL OF CLOUDS,male,288,True
1180,1324,THE SINS OF THE MOTHER,Danielle Steel,Danielle Steel,12,3,14255.0,3.81,13531845.0,6041.0,THE SINS OF THE MOTHER,female,354,True
1181,1326,A WINTER DREAM,Richard Paul Evans,Richard Paul Evans,11,3,46097.0,4.04,15802254.0,4432.0,A WINTER DREAM,male,None,True
1184,1329,POSEIDON'S ARROW,Clive Cussler and Dirk Cussler,Clive Cussler,11,3,18411.0,3.96,15712052.0,7124.0,POSEIDON'S ARROW,male,14,True
1185,1331,FLIGHT BEHAVIOR,Barbara Kingsolver,Barbara Kingsolver,11,8,3541.0,3.77,13438524.0,73221.0,FLIGHT BEHAVIOR,female,436,True
1186,1332,CAPTAIN VORPATRIL'S ALLIANCE,Lois McMaster Bujold,Lois McMaster Bujold,16,1,16094.0,4.2,12998057.0,11646.0,CAPTAIN VORPATRIL'S ALLIANCE,female,422,True
1189,1335,SWEET TOOTH,Ian McEwan,Ian McEwan,16,1,2408.0,3.41,13562049.0,43190.0,SWEET TOOTH,male,,True
1190,1336,CROSS ROADS,Wm Paul Young,William Paul Young,10,9,15481463.0,3.95,15789399.0,9290.0,CROSS ROADS,None,304,True
1194,1340,AGENDA 21,Glenn Beck with Harriet Parke,Glenn Beck,12,5,188932.0,3.82,15826004.0,6647.0,AGENDA 21,male,295,True
1195,1341,HEROES PROVED,Oliver North,Oliver North,20,0,57542.0,4.06,15801651.0,368.0,HEROES PROVED,None,399,True
1198,1344,THREAT VECTOR,Tom Clancy with Mark Greaney,Tom Clancy,1,7,3892.0,4.12,15985392.0,12765.0,THREAT VECTOR,male,None,True
1199,1345,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Ayana Mathis,10,9,5204412.0,3.48,13320466.0,33730.0,THE TWELVE TRIBES OF HATTIE,,,True
1200,1346,TWO GRAVES,Douglas Preston and Lincoln Child,Douglas Preston,14,3,12577.0,4.04,14889780.0,17803.0,TWO GRAVES,male,484,True
1201,1348,EMPIRE AND HONOR,W E B Griffin and William E Butterworth IV,W.E.B. Griffin,15,2,1415338.0,4.15,13593569.0,1445.0,EMPIRE AND HONOR,male,,True
1202,1349,SHADOW WOMAN,Linda Howard,Linda Howard,8,1,16961.0,3.73,13331181.0,7203.0,SHADOW WOMAN,female,352,True
1203,1350,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Robert Jordan,1,9,6252.0,4.51,7743175.0,92312.0,A MEMORY OF LIGHT,male,909,True
1204,1351,TENTH OF DECEMBER,George Saunders,George Saunders,10,9,8885.0,3.97,13641208.0,51658.0,TENTH OF DECEMBER,male,251,True
1208,1355,THE BLOOD GOSPEL,James Rollins and Rebecca Cantrell,James Rollins,17,1,38809.0,3.99,15818164.0,13960.0,THE BLOOD GOSPEL,male,479,True
1209,1356,DREAM EYES,Jayne Ann Krentz,Jayne Ann Krentz,10,1,2387.0,3.96,15765663.0,5175.0,DREAM EYES,female,325,True
1210,1358,1356,Bernard Cornwell,Bernard Cornwell,11,1,12542.0,4.07,15739863.0,9683.0,1356,None,,True
1213,1361,THE FIFTH ASSASSIN,Brad Meltzer,Brad Meltzer,10,5,14610.0,3.82,14889776.0,12000.0,THE FIFTH ASSASSIN,male,436,True
1214,1362,THE THIRD BULLET,Stephen Hunter,Stephen Hunter,13,4,12546.0,3.85,13547517.0,3685.0,THE THIRD BULLET,male,,True
1215,1363,MRS. LINCOLN'S DRESSMAKER,Jennifer Chiaverini,Jennifer Chiaverini,11,3,11630.0,3.45,15808287.0,21383.0,MRS. LINCOLN'S DRESSMAKER,female,368,True
1216,1364,STANDING IN ANOTHER MAN'S GRAVE,Ian Rankin,Ian Rankin,19,1,33031.0,4.06,14781507.0,11747.0,STANDING IN ANOTHER MAN'S GRAVE,male,388,True
1217,1365,THE AVIATOR'S WIFE,Melanie Benjamin,Melanie Benjamin,15,1,2958717.0,3.89,13642950.0,61081.0,THE AVIATOR'S WIFE,female,416,True
1221,1369,EVER AFTER,Kim Harrison,Kim Harrison,11,3,17054.0,4.45,13241659.0,28134.0,EVER AFTER,female,,True
1222,1370,UNTIL THE END OF TIME,Danielle Steel,Danielle Steel,1,4,14255.0,3.81,14951193.0,5035.0,UNTIL THE END OF TIME,female,None,True
1225,1374,INSANE CITY,Dave Barry,Dave Barry,12,2,6245.0,3.72,15815342.0,5078.0,INSANE CITY,male,341,True
1226,1375,PROOF OF GUILT,Charles Todd,Charles Todd,16,1,131.0,3.82,15776723.0,3176.0,PROOF OF GUILT,,,True
1227,1376,TOUCH AND GO,Lisa Gardner,Lisa Gardner,10,4,18282.0,4.06,15811495.0,25703.0,TOUCH AND GO,female,423,True
1229,1378,DEADLY STAKES,J A Jance,J.A. Jance,12,1,3453636.0,3.91,15803484.0,3405.0,DEADLY STAKES,female,None,True
1232,1382,A WEEK IN WINTER,Maeve Binchy,Maeve Binchy,1,9,3532.0,3.81,15990489.0,38073.0,A WEEK IN WINTER,female,464,True
1236,1386,THE NIGHT RANGER,Alex Berenson,Alex Berenson,10,1,195905.0,4.05,15815367.0,4523.0,THE NIGHT RANGER,None,387,True
1239,1390,THE DAYLIGHT WAR,Peter V Brett,Peter V. Brett,19,0,1405152.0,4.22,9268487.0,47536.0,THE DAYLIGHT WAR,male,639,True
1240,1391,"ALEX CROSS, RUN",James Patterson,James Patterson,1,8,3780.0,4.05,13521299.0,22302.0,"ALEX CROSS, RUN",male,416,True
1242,1393,THE SOUND OF BROKEN GLASS,Deborah Crombie,Deborah Crombie,9,1,43691.0,4.09,15717347.0,6248.0,THE SOUND OF BROKEN GLASS,female,,True
1243,1394,GHOSTMAN,Roger Hobbs,Roger Hobbs,20,0,5832988.0,3.76,18189462.0,6714.0,GHOSTMAN,,,True
1244,1395,CALCULATED IN DEATH,J D Robb,J.D. Robb,1,4,17065.0,4.25,15806231.0,18800.0,CALCULATED IN DEATH,None,,True
1245,1396,THE STORYTELLER,Jodi Picoult,Jodi Picoult,1,8,7128.0,4.27,15753740.0,146295.0,THE STORYTELLER,female,460,True
1246,1397,RED VELVET CUPCAKE MURDER,Joanne Fluke,Joanne Fluke,6,1,18819.0,3.73,15811630.0,8041.0,RED VELVET CUPCAKE MURDER,female,325,True
1249,1401,EDGE OF DAWN,Lara Adrian,Lara Adrian,18,0,375626.0,4.23,13170607.0,11184.0,EDGE OF DAWN,female,313,True
1250,1403,FROST BURNED,Patricia Briggs,Patricia Briggs,1,3,40563.0,4.36,13413589.0,54618.0,FROST BURNED,female,342,True
1255,1408,SHADOW OF FREEDOM,David Weber,David Weber,11,1,10517.0,4.04,15802917.0,4338.0,SHADOW OF FREEDOM,male,448,True
1257,1411,SWEET TEA REVENGE,Laura Childs,Laura Childs,18,0,88924.0,3.77,15808747.0,2177.0,SWEET TEA REVENGE,female,336,True
1259,1414,BLOODFIRE QUEST,Terry Brooks,Terry Brooks,15,2,9629.0,4.03,15743703.0,5158.0,BLOODFIRE QUEST,male,368,True
1260,1416,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT,Edward Kelsey Moore,Edward Kelsey Moore,16,1,6438152.0,3.96,17978443.0,10207.0,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT,male,384,True
1261,1417,THE STORY OF GOD AND ALL OF US,Roma Downey and Mark Burnett,Roma Downey,20,0,435808.0,4.24,15789630.0,491.0,THE STORY OF GOD AND ALL OF US,None,352,True
1262,1419,SIX YEARS,Harlan Coben,Harlan Coben,1,6,24689.0,3.81,15811568.0,57324.0,SIX YEARS,None,351,True
1264,1421,THE ACCURSED,Joyce Carol Oates,Joyce Carol Oates,13,1,3524.0,3.18,15818440.0,5109.0,THE ACCURSED,female,688,True
1265,1422,FAMILY PICTURES,Jane Green,Jane Green,19,0,12915.0,3.64,14759321.0,15771.0,FAMILY PICTURES,female,344,True
1267,1424,THE BURGESS BOYS,Elizabeth Strout,Elizabeth Strout,11,6,97313.0,3.56,15823461.0,51098.0,THE BURGESS BOYS,female,320,True
1269,1426,LEAVING EVERYTHING MOST LOVED,Jacqueline Winspear,Jacqueline Winspear,13,2,5023.0,4.02,15819025.0,13714.0,LEAVING EVERYTHING MOST LOVED,None,336,True
1272,1429,DEATH OF YESTERDAY,M C Beaton,M.C. Beaton,18,0,1657638.0,3.64,15791120.0,3578.0,DEATH OF YESTERDAY,female,272,True
1273,1431,ORDINARY GRACE,William Kent Krueger,William Kent Krueger,19,0,71170.0,4.17,15803059.0,59054.0,ORDINARY GRACE,male,307,True
1276,1434,MANUSCRIPT FOUND IN ACCRA,Paulo Coelho,Paulo Coelho,15,3,566.0,3.81,16054811.0,21307.0,MANUSCRIPT FOUND IN ACCRA,male,208,True
1277,1435,LIFE AFTER LIFE,Kate Atkinson,Kate Atkinson,11,8,10015.0,3.75,15790842.0,177364.0,LIFE AFTER LIFE,,,True
1279,1437,RECONSTRUCTING AMELIA,Kimberly McCreight,Kimberly McCreight,16,1,6452053.0,3.83,15776309.0,111156.0,RECONSTRUCTING AMELIA,female,382,True
1281,1439,ALL YOU COULD ASK FOR,Mike Greenberg,Mike Greenberg,17,0,7944.0,3.68,15818396.0,4715.0,ALL YOU COULD ASK FOR,male,264,True
1282,1441,NO WAY BACK,Andrew Gross,Andrew Gross,19,0,8214.0,3.82,16137521.0,2671.0,NO WAY BACK,male,342,True
1284,1444,DON'T GO,Lisa Scottoline,Lisa Scottoline,11,3,20258.0,3.74,15793165.0,17209.0,DON'T GO,female,374,True
1287,1447,TAPESTRY OF FORTUNES,Elizabeth Berg,Elizabeth Berg,12,1,3529.0,3.47,15798782.0,9137.0,TAPESTRY OF FORTUNES,female,219,True
1288,1448,MIDNIGHT AT MARBLE ARCH,Anne Perry,Anne Perry,13,1,6331.0,3.85,15798985.0,2737.0,MIDNIGHT AT MARBLE ARCH,female,352,True
1289,1449,MISS JULIA STIRS UP TROUBLE,Ann B Ross,Ann B. Ross,17,0,43948.0,3.94,15811583.0,1550.0,MISS JULIA STIRS UP TROUBLE,female,,True
1290,1450,WHISKEY BEACH,Nora Roberts,Nora Roberts,1,6,625.0,3.99,16158519.0,31019.0,WHISKEY BEACH,female,496,True
1292,1452,TAKING EVE,Iris Johansen,Iris Johansen,20,1,32498.0,4.02,15766976.0,7032.0,TAKING EVE,None,339,True
1294,1454,A MAN WITHOUT BREATH,Philip Kerr,Philip Kerr,13,1,53936.0,4.12,16280850.0,3732.0,A MAN WITHOUT BREATH,male,None,True
1299,1459,WEDDING NIGHT,Sophie Kinsella,Sophie Kinsella,15,2,6160.0,3.41,17910611.0,69961.0,WEDDING NIGHT,None,,True
1301,1461,MAYA'S NOTEBOOK,Isabel Allende,Isabel Allende,15,1,2238.0,3.81,16248114.0,20287.0,MAYA'S NOTEBOOK,female,387,True
1302,1462,12TH OF NEVER,James Patterson and Maxine Paetro,James Patterson,1,6,3780.0,4.02,15734464.0,31215.0,12TH OF NEVER,male,368,True
1305,1465,NOS4A2,Joe Hill,Joe Hill,14,3,88506.0,4.07,15729539.0,74680.0,NOS4A2,male,692,True
1307,1467,THE APPLE ORCHARD,Susan Wiggs,Susan Wiggs,12,1,21155.0,4.0,16074553.0,10259.0,THE APPLE ORCHARD,female,432,True
1308,1468,"SOMEDAY, SOMEDAY, MAYBE",Lauren Graham,Lauren Graham,16,1,1906497.0,3.5,16071745.0,42499.0,"SOMEDAY, SOMEDAY, MAYBE",female,340,True
1309,1470,THE WOMAN UPSTAIRS,Claire Messud,Claire Messud,12,1,2508.0,3.31,15701217.0,29256.0,THE WOMAN UPSTAIRS,female,,True
1313,1474,A DELICATE TRUTH,John le Carre,John le Carré,13,4,1411964.0,3.75,16167080.0,8596.0,A DELICATE TRUTH,male,320,True
1315,1476,THE OPHELIA CUT,John Lescroart,John Lescroart,16,1,10521.0,3.79,15803163.0,2886.0,THE OPHELIA CUT,male,415,True
1318,1479,MAGICIAN'S END,Raymond E Feist,Raymond E. Feist,18,0,8588.0,4.26,13502958.0,5870.0,MAGICIAN'S END,male,638,True
1319,1480,AND THE MOUNTAINS ECHOED,Khaled Hosseini,Khaled Hosseini,11,9,569.0,4.05,16115612.0,262220.0,AND THE MOUNTAINS ECHOED,male,404,True
1320,1481,A CHAIN OF THUNDER,Jeff Shaara,Jeff Shaara,11,2,14655.0,4.17,15981669.0,2416.0,A CHAIN OF THUNDER,male,,True
1325,1486,DEEPLY ODD,Dean Koontz,Dean Koontz,15,3,9355.0,4.03,15797722.0,18219.0,DEEPLY ODD,None,335,True
1329,1490,REVENGE WEARS PRADA,Lauren Weisberger,Lauren Weisberger,13,4,3490.0,2.89,16130307.0,28262.0,REVENGE WEARS PRADA,female,400,True
1330,1491,THE KILL ROOM,Jeffery Deaver,Jeffery Deaver,14,2,1612.0,3.87,16051543.0,10739.0,THE KILL ROOM,male,456,True
1331,1492,LADIES' NIGHT,Mary Kay Andrews,Mary Kay Andrews,16,2,21387.0,3.82,16045078.0,16047.0,LADIES' NIGHT,None,,True
1332,1493,TRANSATLANTIC,Colum McCann,Colum McCann,13,2,14080.0,3.81,16085517.0,22154.0,TRANSATLANTIC,male,304,True
1333,1494,A SERPENT'S TOOTH,Craig Johnson,Craig Johnson,16,1,63607.0,4.28,16158552.0,8471.0,A SERPENT'S TOOTH,male,335,True
1334,1495,RED SPARROW,Jason Matthews,Jason  Matthews,17,0,6903512.0,3.97,15803037.0,35073.0,RED SPARROW,male,431,True
1336,1497,THE YONAHLOSSEE RIDING CAMP FOR GIRLS,Anton DiSclafani,Anton DiSclafani,19,0,5760651.0,3.34,16158508.0,19357.0,THE YONAHLOSSEE RIDING CAMP FOR GIRLS,,,True
1339,1501,THE EYE OF MOLOCH,Glenn Beck,Glenn Beck,10,2,188932.0,3.82,17706554.0,1024.0,THE EYE OF MOLOCH,male,432,True
1341,1504,THE LAST ORIGINAL WIFE,Dorothea Benton Frank,Dorothea Benton Frank,11,4,36935.0,3.68,16248139.0,15072.0,THE LAST ORIGINAL WIFE,female,,True
1342,1505,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,Neil Gaiman,1,9,1221698.0,3.99,15783514.0,403518.0,THE OCEAN AT THE END OF THE LANE,male,181,True
1346,1509,SWEET SALT AIR,Barbara Delinsky,Barbara Delinsky,15,1,36492.0,3.81,16045031.0,9729.0,SWEET SALT AIR,female,406,True
1347,1510,SECOND HONEYMOON,James Patterson and Howard Roughan,James Patterson,12,6,3780.0,3.91,16131072.0,16730.0,SECOND HONEYMOON,male,,True
1349,1512,BEAUTIFUL DAY,Elin Hilderbrand,Elin Hilderbrand,18,3,88301.0,3.77,16131025.0,26560.0,BEAUTIFUL DAY,None,416,True
1350,1513,SISTERLAND,Curtis Sittenfeld,Curtis Sittenfeld,12,1,6429.0,3.35,16099180.0,34953.0,SISTERLAND,male,,True
1354,1517,WILLIAM SHAKESPEARE'S STAR WARS,Ian Doescher,Ian Doescher,10,6,6897756.0,3.95,17262540.0,16425.0,WILLIAM SHAKESPEARE'S STAR WARS,male,174,True
1355,1518,MACRIEVE,Kresley Cole,Kresley Cole,16,0,4428.0,4.3,8158992.0,22401.0,MACRIEVE,None,358,True
1356,1519,HIDDEN ORDER,Brad Thor,Brad Thor,13,5,5088.0,4.13,16130723.0,12700.0,HIDDEN ORDER,male,,True
1357,1520,BOMBSHELL,Catherine Coulter,Christina Lauren,10,3,6556689.0,4.05,17831617.0,26355.0,BOMBSHELL,female,160,True
1358,1522,THE LIGHT IN THE RUINS,Chris Bohjalian,Chris Bohjalian,11,2,3509.0,3.66,16099189.0,24577.0,THE LIGHT IN THE RUINS,male,,True
1361,1525,THE ENGLISH GIRL,Daniel Silva,Daniel Silva,1,7,29085.0,4.11,16248078.0,24103.0,THE ENGLISH GIRL,None,,True
1362,1526,THE CUCKOO'S CALLING,Robert Galbraith,Robert Galbraith,1,9,383606.0,3.85,16160797.0,410388.0,THE CUCKOO'S CALLING,female,455,True
1365,1529,WITCH WRAITH,Terry Brooks,Terry Brooks,11,1,9629.0,4.04,15743711.0,4654.0,WITCH WRAITH,male,432,True
1366,1531,HUNTING EVE,Iris Johansen,Iris Johansen,13,1,32498.0,4.08,16045080.0,5450.0,HUNTING EVE,None,,True
1367,1532,"LOVE, DISHONOR, MARRY, DIE, CHERISH, PERISH",David Rakoff,David Rakoff,14,2,5855.0,3.92,16099190.0,6182.0,"LOVE, DISHONOR, MARRY, DIE, CHERISH, PERISH",male,115,True
1373,1539,BLOOD AND BEAUTY,Sarah Dunant,Sarah Dunant,18,0,15830.0,3.64,16142157.0,8278.0,BLOOD AND BEAUTY,female,596,True
1378,1544,ROSE HARBOR IN BLOOM,Debbie Macomber,Debbie Macomber,14,2,11349.0,4.04,16156294.0,11497.0,ROSE HARBOR IN BLOOM,female,,True
