,author,author_id,average_rating,book_id,ratings_count,title,title_query
779,Glenn Beck,188932,3.82,17706554,1024,"The Eye of Moloch (Overton Window, #2)",THE EYE OF MOLOCH
780,James Lee Burke,7031,4.25,35297186,5483,Robicheaux (Dave Robicheaux #21),ROBICHEAUX
781,James Patterson,3780,4.10,18170134,16895,"NYPD Red 2 (NYPD Red, #2)",NYPD RED 2
782,David Graham,69379,3.91,2034476,718,Down to a Sunless Sea,A SUNLESS SEA
783,Sue Grafton,9559,3.95,10852027,24997,"V is for Vengeance (Kinsey Millhone, #22)",V IS FOR VENGEANCE
784,Sarah Alderson,4573983,3.95,10188580,13991,"Hunting Lila (Lila, #1)",LILA
785,Stephanie Laurens,9241,3.91,3939628,3236,"Temptation and Surrender (Cynster, #15)",TEMPTATION AND SURRENDER
786,Isabel Allende,2238,4.03,7005479,28571,Island Beneath the Sea,ISLAND BENEATH THE SEA
787,Katherine Applegate,1036736,4.26,11594337,106005,The One and Only Ivan,THE ONE AND ONLY
788,Mary Kay Andrews,21387,4.02,36336690,9839,The High Tide Club,THE HIGH TIDE CLUB
789,Laurie R. King,6760,4.15,25177005,6539,"The Murder of Mary Russell (Mary Russell and Sherlock Holmes, #14)",THE MURDER OF MARY RUSSELL
790,Lauren Weisberger,3490,2.89,16130307,28262,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",REVENGE WEARS PRADA
791,Laurell K. Hamilton,9550,3.75,15734760,12919,A Shiver of Light (Merry Gentry #9),A SHIVER OF LIGHT
792,Edward Rutherfurd,16204,4.12,8258519,28358,New York,NEW YORK
793,Jennifer Weiner,9212,3.69,9758764,41014,Then Came You,THEN CAME YOU
794,Deirdre Verne,8276614,3.84,22351145,115,Drawing Conclusions,DRAWING CONCLUSIONS
795,Mary Higgins Clark,99044,3.97,25111011,10147,"All Dressed in White (Under Suspicion, #3)",ALL DRESSED IN WHITE
796,Stephen Hunter,12546,4.07,6379549,7363,"I, Sniper (Bob Lee Swagger, #6)","I, SNIPER"
797,Jeffrey Archer,4820,3.91,4102763,14352,Paths of Glory,PATHS OF GLORY
798,Michael Ondaatje,4030,3.71,35657511,17820,Warlight,WARLIGHT
799,Robert   Harris,575,4.35,25488982,7698,"Dictator (Cicero, #3)",DICTATOR
800,Steve Martini,1648,3.92,6279874,3960,"Guardian of Lies (Paul Madriani, #10)",GUARDIAN OF LIES
801,Joanne Fluke,18819,3.55,22544406,6081,"Double Fudge Brownie Murder (Hannah Swensen, #18)",DOUBLE FUDGE BROWNIE MURDER
802,Paullina Simons,47499,4.29,83143,29945,"Tatiana and Alexander (The Bronze Horseman, #2)",TATIANA
803,Daniel Silva,29085,4.32,31371230,16311,House of Spies (Gabriel Allon #17),HOUSE OF SPIES
804,John Grisham,721,3.59,6398972,18226,Ford County,FORD COUNTY
805,Ian Rankin,33031,4.06,14781507,11747,"Standing in Another Man's Grave (Inspector Rebus, #18)",STANDING IN ANOTHER MAN'S GRAVE
806,Erin Hunter,27498,4.30,3342493,13652,"Long Shadows (Warriors: Power of Three, #5)",SHADOW OF POWER
807,Amanda Quick,42211,4.03,6908832,7193,"Burning Lamp (Arcane Society, #8; Dreamlight Trilogy, #2)",BURNING LAMP
808,Danielle Steel,14255,3.89,28242892,6227,Rushing Waters,RUSHING WATERS
809,James Patterson,3780,3.80,2029176,23964,Sail,SAIL
810,Blake Crouch,442240,4.10,27833670,159156,Dark Matter,DARK MATTER
811,Brad Thor,5088,4.16,23481124,10383,Code of Conduct (Scot Harvath #15),CODE OF CONDUCT
812,Dean Koontz,9355,4.02,605015,22245,"Dead and Alive (Dean Koontz's Frankenstein, #3)",DEAD OR ALIVE
813,Peter V. Brett,1405152,4.14,13630171,26900,"The Skull Throne (Demon Cycle, #4)",THE SKULL THRONE
814,Ralph Ellison,7508,3.85,16981,140873,Invisible Man,INVISIBLE
815,H.M. Ward,4330590,3.93,17231976,30205,"Damaged (Damaged, #1)",DAMAGED
816,Sarah Waters,25334,3.69,25584847,21116,The Night Watch,NIGHT WATCH
817,George Saunders,8885,3.78,29906980,88675,Lincoln in the Bardo,LINCOLN IN THE BARDO
818,Christina Lauren,6556689,4.05,17831617,26355,"Beautiful Bombshell (Beautiful Bastard, #2.5)",BOMBSHELL
819,Chevy Stevens,3163298,3.97,7159515,57090,Still Missing,STILL MISSING
820,Ruby Dixon,8573519,4.01,36209818,2494,The Corsair's Captive (Corsairs #1),CORSAIR
821,Brad Meltzer,14610,3.60,3202905,10914,The Book of Lies,THE BOOK OF LIES
822,Janet Evanovich,2384,3.75,32942027,29053,"Hardcore Twenty-Four (Stephanie Plum, #24)",HARDCORE TWENTY-FOUR
823,Marissa Meyer,4684322,4.17,29772863,14774,"Wires and Nerve (Wires and Nerve, #1)",WIRED
824,Robert   Harris,575,3.85,33539583,11171,Munich,MUNICH
825,Dan Brown,630,3.69,6411961,459656,"The Lost Symbol (Robert Langdon, #3)",THE LOST SYMBOL
826,Lauren Weisberger,3490,3.51,7569223,28973,Last Night at Chateau Marmont,LAST NIGHT AT CHATEAU MARMONT
827,Barry Lyga,150484,4.02,7766027,30202,"I Hunt Killers (I Hunt Killers, #1)",KILLER
828,Thomas Pynchon,235,3.73,5933841,23541,Inherent Vice,INHERENT VICE
829,Jodi Picoult,7128,4.02,6614960,131482,House Rules,HOUSE RULES
830,Andrew Gross,8214,3.77,4774462,2904,"Don't Look Twice (Ty Hauck, #2)",DON'T LOOK TWICE
831,Chuck Palahniuk,2546,3.46,22822857,5095,Make Something Up: Stories You Can't Unread,MAKE SOMETHING UP
832,Janet Evanovich,2384,3.76,23012480,15330,"Wicked Charms (Lizzy &amp; Diesel, #3)",WICKED CHARMS
833,John Sandford,4610,4.19,13593555,16475,"Mad River (Virgil Flowers, #6)",MAD RIVER
834,Jacqueline Winspear,5023,4.16,30655763,8849,"In This Grave Hour (Maisie Dobbs, #13)",IN THIS GRAVE HOUR
835,Tatiana de Rosnay,305400,3.09,12122542,10680,The House I Loved,THE HOUSE I LOVED
836,Janet Evanovich,2384,3.94,24950845,40853,"Tricky Twenty-Two (Stephanie Plum, #22)",TRICKY TWENTY-TWO
837,Salman Rushdie,3299,3.58,1317696,15710,The Enchantress of Florence,THE ENCHANTRESS OF FLORENCE
838,Chris Cleave,374590,3.68,15015218,14293,Gold,GOLD
839,Danielle Steel,14255,3.83,26060436,4095,Precious Gifts,PRECIOUS GIFTS
840,Miranda July,65678,3.59,21412400,20632,The First Bad Man,THE FIRST BAD MAN
841,Janelle Brown,970639,3.72,32740062,13077,Watch Me Disappear,WATCH ME DISAPPEAR
842,Mary Higgins Clark,99044,3.75,3609537,10124,Just Take My Heart,JUST TAKE MY HEART
843,David Weber,10517,4.11,2381756,6752,"By Schism Rent Asunder (Safehold, #2)",BY SCHISM RENT ASUNDER
844,Mercedes Lackey,8685,3.94,13515085,5392,"Redoubt (Valdemar: Collegium Chronicles, #4)",REDOUBT
845,Becca Fitzpatrick,2876763,3.99,6339664,509980,"Hush, Hush (Hush, Hush, #1)",HUSH HUSH
846,Elizabeth Gilbert,11679,3.83,17465453,79554,The Signature of All Things,THE SIGNATURE OF ALL THINGS
847,Lisa Scottoline,20258,3.73,21853628,24378,Every Fifteen Minutes,EVERY FIFTEEN MINUTES
848,Susan Mallery,8716,3.78,31875693,4856,Secrets of the Tulip Sisters,SECRETS OF THE TULIP SISTERS
849,Terry Brooks,9629,4.14,2675261,11748,"The Gypsy Morph (Genesis of Shannara, #3)",THE GYPSY MORPH
850,Debbie Macomber,11349,4.20,5981415,12762,"Summer on Blossom Street (Blossom Street, #6)",SUMMER ON BLOSSOM STREET
851,J.A. Jance,3453636,3.67,24809272,3386,"Dance of the Bones (J.P. Beaumont, #22; Walker Family, #5)",DANCE OF THE BONES
852,Reed Farrel Coleman,138518,4.10,24612102,3878,"Robert B. Parker's The Devil Wins (Jesse Stone, #14)",ROBERT B PARKER'S THE DEVIL WINS
853,Scott Lynch,73149,4.24,2890090,68027,"The Republic of Thieves (Gentleman Bastard, #3)",THE REPUBLIC OF THIEVES
854,Susan Wiggs,21155,4.00,16074553,10259,"The Apple Orchard (Bella Vista Chronicles, #1)",THE APPLE ORCHARD
855,Debbie Macomber,11349,3.93,13414594,18585,"The Inn at Rose Harbor (Rose Harbor, #1)",THE INN AT ROSE HARBOR
856,Fredrik Backman,6485178,4.29,33413128,119771,"Beartown (Beartown, #1)",BEARTOWN
857,Lauren Kate,2905297,3.73,6487308,442467,"Fallen (Fallen, #1)",FALLEN
858,Spencer Quinn,1932450,4.04,16130393,3060,The Sound and the Furry (A Chet and Bernie Mystery #6),THE SOUND AND THE FURRY
859,Riley Sager,15263414,4.09,36626748,24654,The Last Time I Lied,THE LAST TIME I LIED
860,Wilbur Smith,4043,3.94,6073881,4834,"Assegai (Courtney, #12)",ASSEGAI
861,Paula McLain,290189,3.80,8683812,234488,The Paris Wife,THE PARIS WIFE
862,Jeffrey Archer,4820,4.12,21853645,21443,"Mightier Than the Sword (The Clifton Chronicles, #5)",MIGHTIER THAN THE SWORD
863,J.D. Robb,17065,4.30,13007638,19801,"Celebrity in Death (In Death, #34)",CELEBRITY IN DEATH
864,Ann Patchett,7136914,3.87,9118135,150821,State of Wonder,STATE OF WONDER
865,Michael Hassan,6161912,3.90,14807762,1596,Crash and Burn ,CRASH AND BURN
866,Patricia Cornwell,1025097,3.61,24903919,14483,"Depraved Heart (Scarpetta, #23)",DEPRAVED HEART
867,William Kent Krueger,71170,4.17,15803059,59060,Ordinary Grace,ORDINARY GRACE
868,Amy Bloom,115220,3.22,18316089,15373,Lucky Us,LUCKY US
869,Alice Hoffman,3502,3.97,34037113,39470,The Rules of Magic (Practical Magic),THE RULES OF MAGIC
870,Christine Feehan,6268,4.16,22152502,4775,"Dark Promises (Dark, #25)",DARK PROMISES
871,Miranda Beverly-Whittemore,174088,3.44,18339743,15291,Bittersweet,BITTERSWEET
872,Tracy Chevalier,1973,3.62,24611681,13859,At the Edge of the Orchard,AT THE EDGE OF THE ORCHARD
873,Kathy Reichs,26372,3.91,7189177,19809,"Spider Bones (Temperance Brennan, #13)",SPIDER BONES
874,Isaac Asimov,16667,4.15,29579,349555,Foundation (Foundation #1),FOUNDATION
875,Susan Mallery,8716,4.10,13548158,7455,"A Fool's Gold Christmas (Fool's Gold, #9.5)",A FOOL'S GOLD CHRISTMAS
876,Harlan Coben,24689,3.88,11737271,35733,Stay Close,STAY CLOSE
877,Stephenie Meyer,941441,3.84,1656001,819325,"The Host (The Host, #1)",THE HOST
878,MaryJanice Davidson,1429808,3.76,5465066,11249,"Undead and Unwelcome (Undead, #8)",UNDEAD AND UNWELCOME
879,Katie Klein,4503081,3.91,10801027,18623,"Cross My Heart (Cross My Heart, #1)",CROSS MY HEART
880,Gillian Flynn,2383,4.06,19288043,1916806,Gone Girl,GONE
881,Pete Nelson,63539,3.83,109802,1451,Left for Dead,LEFT FOR DEAD
882,W.E.B. Griffin,1415338,4.13,6640294,2395,"The Honor of Spies (Honor Bound, #5)",THE HONOR OF SPIES
883,James Luceno,9346,4.08,11099729,14816,Darth Plagueis,DARTH PLAGUEIS
884,Nora Roberts,625,4.10,31415529,23597,Come Sundown,COME SUNDOWN
885,William Gibson,9226,3.94,20821159,14522,The Peripheral,THE PERIPHERAL
886,Terry Brooks,9629,4.15,36196054,1123,"The Skaar Invasion (The Fall of Shannara, #2)",THE SKAAR INVASION
887,Anne Bishop,26897,4.34,6625002,9855,"Shalador's Lady (The Black Jewels, #8)",SHALADOR'S LADY
888,M.C. Beaton,1657638,3.62,13538782,4108,"Hiss and Hers (Agatha Raisin, #23)",HISS AND HERS
889,Terry Brooks,9629,4.03,10199908,7055,"The Measure of the Magic (Legends of Shannara, #2)",THE MEASURE OF THE MAGIC
890,James Patterson,3780,4.04,11872242,33769,"11th Hour (Women's Murder Club, #11)",11TH HOUR
891,Anne Bishop,26897,4.27,21457243,23794,"Vision in Silver (The Others, #3)",VISION IN SILVER
892,Sophie Hannah,232473,3.27,19367226,13457,"The Monogram Murders (New Hercule Poirot Mysteries, #1)",THE MONOGRAM MURDERS
893,Sylvain Reynard,4562483,4.01,10140661,133716,"Gabriel's Inferno (Gabriel's Inferno, #1)",INFERNO
894,Vanessa Diffenbaugh,4537214,4.08,10032672,177902,The Language of Flowers,THE LANGUAGE OF FLOWERS
895,Amanda Quick,42211,3.83,18667949,5734,Otherwise Engaged,OTHERWISE ENGAGED
896,Patricia Cornwell,1025097,3.76,11057626,21099,"Red Mist (Kay Scarpetta, #19)",RED MIST
897,Dorothea Benton Frank,36935,3.57,23215447,8029,All the Single Ladies,ALL THE SINGLE LADIES
898,Cathleen Schine,127216,2.90,6670347,7598,The Three Weissmanns of Westport,THE THREE WEISSMANNS OF WESTPORT
899,Naomi Novik,8730,3.94,12069434,10296,"Crucible of Gold (Temeraire, #7)",CRUCIBLE OF GOLD
900,Khaled Hosseini,569,4.05,16115612,262220,And the Mountains Echoed,AND THE MOUNTAINS ECHOED
901,Robert Jordan,6252,4.36,1166599,112191,"The Gathering Storm (Wheel of Time, #12)",THE GATHERING STORM
902,Orson Scott Card,589,4.30,375802,987549,"Ender's Game (Ender's Saga, #1)",END GAME
903,Haruki Murakami,3354,3.84,41022133,108065,Colorless Tsukuru Tazaki and His Years of Pilgrimage,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE
904,Christine Feehan,6268,4.40,33000428,3813,"Dark Legacy (Dark, #27)",DARK LEGACY
905,Fredrik Backman,6485178,4.37,36373463,34631,"Us Against You (Beartown, #2)",US AGAINST YOU
906,Jeffery Deaver,1612,3.81,5568007,9882,"Roadside Crosses (Kathryn Dance, #2)",ROADSIDE CROSSES
907,Terry Pratchett,1654,3.75,13147230,44408,"The Long Earth (The Long Earth, #1)",THE LONG EARTH
908,Joyce Carol Oates,3524,3.18,15818440,5109,The Accursed,THE ACCURSED
909,John Darnielle,1029937,3.72,20575425,18929,Wolf in White Van,WOLF IN WHITE VAN
910,E. Lynn Harris,81011,3.93,3697549,1820,Basketball Jones,BASKETBALL JONES
911,Lisa See,713,4.07,9500416,52351,Dreams of Joy (Shanghai Girls #2),DREAMS OF JOY
912,NaN,NaN,NaN,NaN,NaN,NaN,NaN
913,James Rollins,38809,4.13,18090019,7112,"The Kill Switch (Tucker Wayne, #1)",THE KILL SWITCH
914,Samantha Shannon,5830526,4.19,17901125,16301,"The Mime Order (The Bone Season, #2)",THE MIME ORDER
915,Colson Whitehead,10029,3.26,10365343,15694,Zone One,ZONE ONE
916,Christine Feehan,6268,4.42,31472215,3633,"Power Game (GhostWalkers, #13)",POWER GAME
917,Linda Fairstein,48895,3.87,23399015,3613,"Devil's Bridge (Alexandra Cooper, #17)",DEVIL'S BRIDGE
918,Clive Cussler,18411,4.00,30763910,3427,"The Cutthroat (Isaac Bell, #10)",THE CUTTHROAT
919,Elin Hilderbrand,88301,3.70,2285777,26559,A Summer Affair,A SUMMER AFFAIR
920,Junot Díaz,55215,3.90,297673,207423,The Brief Wondrous Life of Oscar Wao,THE BRIEF WONDROUS LIFE OF OSCAR WAO
921,Kelley R. Martin,6861964,3.98,18520167,10782,Down and Out (Knockout Love #1),KNOCKOUT
922,Nicholas Sparks,2345,4.20,40603730,304791,Safe Haven,HAVEN
923,James Bassett,988190,4.33,25045361,772,Harm's Way,IN HARM'S WAY
924,John Hart,47072,4.08,26883206,14466,Redemption Road,REDEMPTION ROAD
925,Mary Kay Andrews,21387,3.79,9751378,25658,Summer Rental,SUMMER RENTAL
926,C.J. Daugherty,5430378,4.03,12576579,14799,"Night School (Night School, #1)",NIGHT SCHOOL
927,Jeff Shaara,14655,4.22,2047408,5408,"The Steel Wave (World War II: 1939-1945, #2)",THE STEEL WAVE
928,Kerri Maniscalco,14584166,4.02,40727470,30001,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",RIPPER
929,Steve Berry,3621,3.93,21853687,7918,"The Patriot Threat (Cotton Malone, #10)",THE PATRIOT THREAT
930,Joanne Fluke,18819,3.79,4615457,9121,"Cream Puff Murder (Hannah Swensen, #11)",CREAM PUFF MURDER
931,Sandra Brown,6218,3.95,6668592,11834,Rainwater,RAINWATER
932,J.R.R. Tolkien,656983,4.52,18512,575917,"The Return of the King (The Lord of the Rings, #3)",THE RETURNED
933,Chuck Palahniuk,2546,3.38,9912994,42690,"Damned (Damned, #1)",DAMNED
934,Barbara Kingsolver,3541,3.77,13438524,73221,Flight Behavior,FLIGHT BEHAVIOR
935,Charlaine Harris,17061,3.77,28220808,6102,"All the Little Liars (Aurora Teagarden, #9)",ALL THE LITTLE LIARS
936,Michael Buckley,65335,4.23,295834,20268,The Unusual Suspects,SUSPECT
937,John Grisham,721,3.55,20707959,70720,Gray Mountain,GRAY MOUNTAIN
938,Stuart Woods,3936,4.02,28815373,3463,"Smooth Operator (Teddy Fay, #1)",SMOOTH OPERATOR
939,Nicholas Sparks,2345,4.16,35545737,593735,A Walk to Remember,THE WALK
940,James Patterson,3780,4.02,15734464,31219,"12th of Never (Women's Murder Club, #12)",12TH OF NEVER
941,Elizabeth  George,1402383,4.25,35743047,8931,The Punishment She Deserves (Inspector Lynley #20),THE PUNISHMENT SHE DESERVES
942,J.R. Ward,20248,4.41,7046495,96403,"Lover Mine (Black Dagger Brotherhood, #8)",LOVER MINE
943,Nassim Nicholas Taleb,21559,3.91,242472,68582,The Black Swan: The Impact of the Highly Improbable,IMPACT
944,J.D. Robb,17065,4.41,28186363,16437,"Apprentice in Death (In Death, #43)",APPRENTICE IN DEATH
945,Clive Cussler,18411,3.90,2990950,11746,"Arctic Drift (Dirk Pitt, #20)",ARCTIC DRIFT
946,Michael Brandman,4678962,3.89,17707636,4050,"Robert B. Parker's Damned If You Do (Jesse Stone, #12)",ROBERT B PARKER'S DAMNED IF YOU DO
947,Douglas Preston,12577,3.92,26245817,6328,"Beyond the Ice Limit (Gideon Crew, #4; Ice Limit #2)",BEYOND THE ICE LIMIT
948,Jeffrey Archer,4820,4.16,25671861,21757,"Cometh the Hour (The Clifton Chronicles, #6)",COMETH THE HOUR
949,Jayne Ann Krentz,2387,3.96,15765663,5175,"Dream Eyes (Dark Legacy, #2)",DREAM EYES
950,Chuck Wendig,17152,3.79,30213123,7141,"Empire's End (Star Wars: Aftermath, #3)",AFTERMATH:: EMPIRE'S END
951,Anne Rice,7577,3.29,6282915,8907,"Angel Time (The Songs of the Seraphim, #1)",ANGEL TIME
952,Brian Herbert,56,3.68,2920001,6214,Paul of Dune (Heroes of Dune #1),PAUL OF DUNE
953,Craig Johnson,63607,4.27,34232860,4824,"The Western Star (Walt Longmire, #13)",THE WESTERN STAR
954,Dorothea Benton Frank,36935,3.85,37955592,7413,By Invitation Only,BY INVITATION ONLY
955,Sophie Kinsella,6160,3.71,7415016,48050,"Mini Shopaholic (Shopaholic, #6)",MINI SHOPAHOLIC
956,Elizabeth Lowell,19051,3.77,6966454,2407,"Death Echo (St. Kilda Consulting, #5)",DEATH ECHO
957,Richard Castle,1953433,3.98,13482355,12543,"Frozen Heat (Nikki Heat, #4)",FROZEN HEAT
958,Alan Furst,49941,3.68,27876488,4247,"A Hero of France (Night Soldiers, #14)",A HERO OF FRANCE
959,Amy Tan,5246,3.62,17383934,36031,The Valley of Amazement,THE VALLEY OF AMAZEMENT
960,John Lescroart,10521,3.79,15803163,2886,"The Ophelia Cut (Dismas Hardy, #14)",THE OPHELIA CUT
961,Daniel H. Wilson,33773,3.68,9634967,33046,"Robopocalypse (Robopocalypse, #1)",ROBOPOCALYPSE
962,Maeve Binchy,3532,3.81,15990489,38075,A Week in Winter,A WEEK IN WINTER
963,Iris Johansen,32498,4.14,6348046,9666,"Blood Game (Eve Duncan, #9)",BLOOD GAME
964,Alex Berenson,195905,4.11,11890812,5659,"The Shadow Patrol (John Wells, #6)",THE SHADOW PATROL
965,Orson Scott Card,589,3.94,13151129,37505,"Earth Unaware (The First Formic War, #1)",EARTH UNAWARE
966,Stephen King,3389,3.87,2906039,42809,Just After Sunset,JUST AFTER SUNSET
967,Sherrilyn Kenyon,4430,4.22,6944032,66326,"Night Pleasures (Dark-Hunter, #1)",NIGHT OF THE HUNTER
968,Janice Y.K. Lee,1605157,3.63,25387896,9648,The Expatriates,THE EXPATRIATES
969,Janet Evanovich,2384,3.64,12019319,15652,Love in a Nutshell (Culhane Family #1),LOVE IN A NUTSHELL
970,Linda Lael Miller,6223,4.13,10883940,1802,"A Lawman's Christmas (McKettricks, #14)",A LAWMAN'S CHRISTMAS
971,Linda Howard,16961,3.73,13331181,7203,Shadow Woman,SHADOW WOMAN
972,Jackie Collins,49699,4.03,23014646,2694,"The Santangelos (Lucky Santangelo, #10)",THE SANTANGELOS
973,Bibliomaniac,14843033,3.55,28490341,20,Tom Clancy Commander in Chief: A Jack Ryan Novel - Sidekick,TOM CLANCY: COMMANDER IN CHIEF
974,Jennifer Chiaverini,11630,3.49,2881228,2481,"The Quilter's Kitchen (Elm Creek Quilts, #13)",THE QUILTER'S KITCHEN
975,Anna Quindlen,3500,3.85,7468160,32518,Every Last One,EVERY LAST ONE
976,Linda Fairstein,48895,3.74,18693651,3387,"Terminal City (Alexandra Cooper, #16)",TERMINAL CITY
977,Chuck Palahniuk,2546,3.16,36349731,3612,Adjustment Day,ADJUSTMENT DAY
978,W.E.B. Griffin,1415338,3.76,18693785,1002,"Deadly Assets (Badge of Honor, #12)",DEADLY ASSETS
979,Tricia Levenseller,14358948,3.99,33643994,21766,"Daughter of the Pirate King (Daughter of the Pirate King, #1)",THE PIRATE KING
980,Cynthia Hand,3290920,4.11,17285330,15264,The Last Time We Say Goodbye,SAY GOODBYE
981,David Weber,10517,4.12,6940561,5543,"A Mighty Fortress (Safehold, #4)",A MIGHTY FORTRESS
982,Jasper Fforde,4432,3.95,8131227,16395,"One of Our Thursdays Is Missing (Thursday Next, #6)",ONE OF OUR THURSDAYS IS MISSING
983,Elizabeth  George,1402383,3.79,11737276,11353,"Believing the Lie (Inspector Lynley, #17)",BELIEVING THE LIE
984,Elin Hilderbrand,88301,4.01,34840184,29226,The Perfect Couple,THE PERFECT COUPLE
985,J.R. Ward,20248,4.35,10993282,68708,"Lover Reborn (Black Dagger Brotherhood, #10)",LOVER REBORN
986,John Scalzi,4763,3.88,21418013,45177,"Lock In (Lock In, #1)",LOCK IN
987,Colm Tóibín,1351903,3.58,21412360,15463,Nora Webster,NORA WEBSTER
988,Debbie Macomber,11349,4.14,27774319,9280,"Sweet Tomorrows (Rose Harbor, #5)",SWEET TOMORROWS
989,John Stuart Mill,57651,3.95,385228,24868,On Liberty,LIBERTY
990,Sophie Kinsella,6160,3.63,9416,587845,"Confessions of a Shopaholic (Shopaholic, #1)",THE CONFESSION
991,J.A. Jance,3453636,4.11,18730147,5933,"Remains of Innocence (Joanna Brady, #16)",REMAINS OF INNOCENCE
992,Joe Hill,88506,3.92,6587879,87992,Horns,HORNS
993,James Patterson,3780,3.92,14781501,29471,"NYPD Red (NYPD Red, #1)",NYPD RED
994,Lauren Wilkinson,17287509,3.96,40274582,82,American Spy,AN AMERICAN SPY
995,Douglas Preston,12577,3.96,29246616,11092,"The Obsidian Chamber (Pendergast, #16)",THE OBSIDIAN CHAMBER
996,Wally Lamb,3505,3.54,8152697,13727,Wishin' and Hopin',WISHIN' AND HOPIN'
997,Philip Kerr,53936,4.12,11448085,4959,"Prague Fatale (Bernard Gunther, #8)",PRAGUE FATALE
998,Wilbur Smith,4043,3.72,40733748,4794,"Desert God (Ancient Egypt, #5)",DESERT GOD
999,Claire Contreras,6655354,4.07,18110772,6130,Catch Me,CATCH ME
1000,Paul Cleave,776612,3.60,23492648,4632,Trust No One,TRUST NO ONE
1001,Philippa Gregory,9987,3.79,33368917,11730,"The Last Tudor (The Plantagenet and Tudor Novels, #14)",THE LAST TUDOR
1002,Lisa Jewell,93504,4.08,35297426,67674,Then She Was Gone,THEN SHE WAS GONE
1003,James Patterson,3780,4.23,30736665,15495,The Black Book,THE BLACK BOOK
1004,Tess Gerritsen,18149,4.17,21489683,19828,"Die Again (Rizzoli &amp; Isles, #11)",DIE AGAIN
1005,George R.R. Martin,346732,4.21,18635622,45725,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",A KNIGHT OF THE SEVEN KINGDOMS
1006,Lisa Scottoline,20258,3.57,12037026,15818,Come Home,COME HOME
1007,Gillian Flynn,2383,4.06,19288043,1916806,Gone Girl,THE GIRLS
1008,Ian McEwan,2408,3.24,7140754,21969,Solar,SOLAR
1009,Jane Green,12915,3.64,14759321,15771,Family Pictures,FAMILY PICTURES
1010,Bonnie Dee,1166851,3.89,3178892,2104,Bone Deep,BONE DEEP
1011,Sandra Brown,6218,3.83,37277042,6529,Tailspin,TAILSPIN
1012,Joel C. Rosenberg,221833,4.33,11474598,5051,"The Tehran Initiative (The Twelfth Imam, #2)",THE TEHRAN INITIATIVE
1013,Autumn Doughton,6573700,3.95,17861295,8102,In This Moment,IN THIS MOMENT
1014,J.A. Redmerski,5437976,4.25,16081272,136023,"The Edge of Never (The Edge of Never, #1)",EDGE
1015,Ian Rankin,33031,4.19,25179757,9043,"Even Dogs in the Wild (Inspector Rebus, #20)",EVEN DOGS IN THE WILD
1016,Jessica Knoll,6464799,3.10,36967019,11126,The Favorite Sister,THE FAVORITE SISTER
1017,Jennifer  McMahon,29471,3.77,18007535,38886,The Winter People,THE WINTER PEOPLE
1018,Jim Butcher,10746,4.25,7779059,42524,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",SIDE JOBS
1019,Mary Higgins Clark,99044,3.62,30753558,8613,"All By Myself, Alone","ALL BY MYSELF, ALONE"
1020,Troy Denning,8154,4.03,6100859,4501,"Apocalypse (Star Wars: Fate of the Jedi, #9)",FATE OF THE JEDI: APOCALYPSE
1021,Karen Cleveland,16500087,3.84,40647345,15537,Need to Know,NEED TO KNOW
1022,Kimberly McCreight,6452053,3.83,15776309,111158,Reconstructing Amelia,RECONSTRUCTING AMELIA
1023,Danielle Steel,14255,3.72,6004019,5097,Matters of the Heart,MATTERS OF THE HEART
1024,Ian Rankin,33031,4.09,29549648,8028,"Rather Be the Devil (Inspector Rebus, #21)",RATHER BE THE DEVIL
1025,Orson Scott Card,589,4.07,40289,17499,The Abyss,ABYSS
1026,Brad Thor,5088,4.17,2336803,16059,"The Last Patriot (Scot Harvath, #7)",THE LAST PATRIOT
1027,Kyung-Sook Shin,7773619,3.79,8574333,21449,Please Look After Mom,PLEASE LOOK AFTER MOM
1028,David Baldacci,9291,4.01,7277715,22877,"Deliver Us from Evil (A. Shaw, #2)",DELIVER US FROM EVIL
1029,Danielle Steel,14255,4.21,33613129,5644,The Right Time,THE RIGHT TIME
1030,Margaret Atwood,3472,3.37,24388326,44151,The Heart Goes Last,THE HEART GOES LAST
1031,Arundhati Roy,6134,3.47,32388712,19915,The Ministry of Utmost Happiness,THE MINISTRY OF UTMOST HAPPINESS
1032,Tana French,138825,3.93,16171207,61559,"Broken Harbor (Dublin Murder Squad, #4)",BROKEN HARBOR
1033,Dominic Smith,182823,3.85,25664459,22027,The Last Painting of Sara de Vos,THE LAST PAINTING OF SARA DE VOS
1034,David Weber,10517,4.14,23847910,2964,"Hell's Foundations Quiver (Safehold, #8)",HELL'S FOUNDATIONS QUIVER
1035,Frederick Douglass,18943,3.99,7519176,78837,"Narrative of the Life, My Bondage and My Freedom",MY STRUGGLE: BOOK 5
1036,Philip Kerr,53936,4.12,16280850,3732,A Man Without Breath (Bernie Gunther #9),A MAN WITHOUT BREATH
1037,Ethan Hawke,2970,4.10,25241473,2347,Rules for a Knight,RULES FOR A KNIGHT
