,author,author_id,average_rating,book_id,ratings_count,title,title_query,title_match,gender,num_pages
1721,Michael Cunningham,1432.0,4.01,2139.0,4747.0,FLESH AND BLOOD,FLESH AND BLOOD,True,male,None
1722,Jeff Shaara,14655.0,4.23,18373208.0,1843.0,THE SMOKE AT DAWN,THE SMOKE AT DAWN,True,male,495
1723,Gaston Leroux,9057.0,3.97,480204.0,179005.0,PHANTOM,PHANTOM,True,male,360
1724,Michael Chabon,2715.0,3.37,10756240.0,18864.0,TELEGRAPH AVENUE,TELEGRAPH AVENUE,True,male,465
1725,Deborah Crombie,43691.0,4.15,10330150.0,6732.0,NO MARK UPON HER,NO MARK UPON HER,True,female,None
1726,John Grisham,721.0,3.64,34201164.0,52041.0,THE ROOSTER BAR,THE ROOSTER BAR,True,male,352
1727,Melanie Benjamin,2958717.0,3.89,13642950.0,61086.0,THE AVIATOR'S WIFE,THE AVIATOR'S WIFE,True,female,416
1728,Brian Herbert,56.0,3.88,17910044.0,2351.0,MENTATS OF DUNE,MENTATS OF DUNE,True,male,448
1729,Edgar Allan Poe,4624490.0,4.07,391724.0,22568.0,THE BLACK CAT,THE BLACK CAT,True,male,24
1730,David Ebershoff,49229.0,3.63,2586771.0,53071.0,THE 19TH WIFE,THE 19TH WIFE,True,male,514
1731,Jeannette Walls,3275.0,4.06,6366437.0,130338.0,HALF BROKE HORSES,HALF BROKE HORSES,True,female,272
1732,J.A. Jance,3453636.0,4.0,30753774.0,3633.0,MAN OVERBOARD,MAN OVERBOARD,True,female,337
1733,Lev Grossman,142270.0,3.92,10079321.0,75347.0,THE MAGICIAN KING,THE MAGICIAN KING,True,male,400
1734,Jim Butcher,10746.0,4.36,2903736.0,52480.0,PRINCEPS' FURY,PRINCEPS' FURY,True,male,386
1735,Angus Donald,584064.0,3.9,6624899.0,3186.0,THE OUTLAWS,THE OUTLAWS,True,male,365
1736,Edward Kelsey Moore,6438152.0,3.96,17978443.0,10207.0,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT,True,male,384
1737,Julian Fellowes,8759.0,3.71,35106178.0,15865.0,BELGRAVIA,BELGRAVIA,True,male,417
1738,P.D. James,17452454.0,3.24,12875355.0,81892.0,DEATH COMES TO PEMBERLEY,DEATH COMES TO PEMBERLEY,True,female,291
1739,David Ignatius,100030.0,3.74,13093648.0,2239.0,BLOODMONEY,BLOODMONEY,True,male,372
1740,James Patterson,3780.0,3.74,34516072.0,766.0,MURDER GAMES,MURDER GAMES,True,male,80
1741,Harlan Coben,24689.0,3.96,43926.0,23758.0,THE INNOCENT,THE INNOCENT,True,None,503
1742,Jamie Ford,1421619.0,4.0,3367956.0,237350.0,HOTEL ON THE CORNER OF BITTER AND SWEET,HOTEL ON THE CORNER OF BITTER AND SWEET,True,male,290
1743,Julia Glass,9972.0,3.21,3078805.0,5450.0,I SEE YOU EVERYWHERE,I SEE YOU EVERYWHERE,True,female,287
1744,Louisa May Alcott,1315.0,4.05,1934.0,1458480.0,THE WOMEN,THE WOMEN,True,female,449
1745,J. Kathleen Cheney,2918424.0,3.73,17707612.0,1062.0,THE GOLDEN CITY,THE GOLDEN CITY,True,female,373
1746,Max Allan Collins,12014.0,3.78,22348740.0,7041.0,SUPREME JUSTICE,SUPREME JUSTICE,True,None,338
1747,Sophie Kinsella,6160.0,3.28,21064599.0,22075.0,SHOPAHOLIC TO THE STARS,SHOPAHOLIC TO THE STARS,True,None,479
1748,S.M. Stirling,14002.0,3.95,6301385.0,4219.0,THE SWORD OF THE LADY,THE SWORD OF THE LADY,True,male,496
1749,Danielle Steel,14255.0,3.82,6761440.0,6359.0,FAMILY TIES,FAMILY TIES,True,female,322
1750,Jim Butcher,10746.0,4.18,24876258.0,32219.0,THE SPIRE,THE SPIRE,True,male,630
1751,Linda Castillo,54958.0,4.15,18404195.0,8670.0,THE DEAD WILL TELL,THE DEAD WILL TELL,True,female,320
1752,Lauren Kate,2905297.0,4.03,12716010.0,94599.0,RAPTURE,RAPTURE,True,female,466
1753,Robert B. Parker,397.0,3.93,6658779.0,7989.0,SPLIT IMAGE,SPLIT IMAGE,True,male,277
1754,Richard Paul Evans,46097.0,4.04,15802254.0,4432.0,A WINTER DREAM,A WINTER DREAM,True,male,None
1755,Tom Clancy,3892.0,4.12,15985392.0,12765.0,THREAT VECTOR,THREAT VECTOR,True,male,None
1756,Nalini Singh,71688.0,4.11,12059093.0,16971.0,TANGLE OF NEED,TANGLE OF NEED,True,female,422
1757,Paula McLain,290189.0,3.8,8683812.0,234488.0,PARIS,PARIS,True,female,314
1758,Brad Thor,5088.0,3.84,7906442.0,9583.0,THE ATHENA PROJECT,THE ATHENA PROJECT,True,male,336
1759,Peter Høeg,369288.0,3.67,429631.0,2978.0,BORDERLINE,BORDERLINE,True,male,288
1760,Olen Steinhauer,327983.0,3.62,17934481.0,4657.0,THE CAIRO AFFAIR,THE CAIRO AFFAIR,True,male,416
1761,Harlan Coben,24689.0,3.93,26109394.0,64149.0,FOOL ME ONCE,FOOL ME ONCE,True,None,387
1762,Mindy McGinnis,5351825.0,3.82,13112869.0,11148.0,THE DROP,THE DROP,True,None,309
1763,Garth Stein,194531.0,4.2,3153910.0,395338.0,THE ART OF RACING IN THE RAIN,THE ART OF RACING IN THE RAIN,True,male,321
1764,Laurie R. King,6760.0,4.05,22318363.0,6778.0,DREAMING SPIES,DREAMING SPIES,True,female,331
1765,Kelly Thompson,6543330.0,3.43,35009797.0,1517.0,STAR WARS: PHASMA,STAR WARS: PHASMA,True,female,112
1766,Terry Brooks,9629.0,3.86,26891431.0,2154.0,THE SORCERER'S DAUGHTER,THE SORCERER'S DAUGHTER,True,male,334
1767,Christine Warren,41032.0,3.94,72544.0,6888.0,THE WOLF AT THE DOOR,THE WOLF AT THE DOOR,True,female,336
1768,Donna Leon,16290.0,3.75,18467799.0,4879.0,BY ITS COVER,BY ITS COVER,True,female,237
1769,J.R. Moehringer,34372.0,3.8,13624683.0,8498.0,SUTTON,SUTTON,True,male,334
1770,Phillip Margolin,7153.0,3.81,2396743.0,6025.0,EXECUTIVE PRIVILEGE,EXECUTIVE PRIVILEGE,True,male,358
1771,David Weber,10517.0,4.04,15802917.0,4338.0,SHADOW OF FREEDOM,SHADOW OF FREEDOM,True,male,448
1772,Yaa Gyasi,14493315.0,4.42,27071490.0,107141.0,HOMEGOING,HOMEGOING,True,female,320
1773,Louise Erdrich,9388.0,3.54,34217599.0,13256.0,FUTURE HOME OF THE LIVING GOD,FUTURE HOME OF THE LIVING GOD,True,None,263
1774,Ann B. Ross,43948.0,3.98,25894030.0,1344.0,MISS JULIA INHERITS A MESS,MISS JULIA INHERITS A MESS,True,female,308
1775,David Sedaris,2849.0,3.35,7857195.0,53999.0,SQUIRREL SEEKS CHIPMUNK,SQUIRREL SEEKS CHIPMUNK,True,male,159
1776,Neil Gaiman,1221698.0,3.92,22522808.0,43998.0,TRIGGER WARNING,TRIGGER WARNING,True,male,310
1777,David Baldacci,9291.0,4.06,17333431.0,24336.0,KING AND MAXWELL,KING AND MAXWELL,True,male,419
1778,Linda  Robertson,2937372.0,3.62,6329335.0,4292.0,VICIOUS CIRCLE,VICIOUS CIRCLE,True,female,384
1779,Glenn Beck,188932.0,3.82,17706554.0,1024.0,THE EYE OF MOLOCH,THE EYE OF MOLOCH,True,male,432
1780,James Lee Burke,7031.0,4.25,35297186.0,5483.0,ROBICHEAUX,ROBICHEAUX,True,male,447
1781,James Patterson,3780.0,4.1,18170134.0,16895.0,NYPD RED 2,NYPD RED 2,True,male,392
1782,David Graham,69379.0,3.91,2034476.0,718.0,A SUNLESS SEA,A SUNLESS SEA,True,None,352
1783,Sue Grafton,9559.0,3.95,10852027.0,24997.0,V IS FOR VENGEANCE,V IS FOR VENGEANCE,True,female,437
1784,Sarah Alderson,4573983.0,3.95,10188580.0,13991.0,LILA,LILA,True,female,318
1785,Stephanie Laurens,9241.0,3.91,3939628.0,3236.0,TEMPTATION AND SURRENDER,TEMPTATION AND SURRENDER,True,female,400
1786,Isabel Allende,2238.0,4.03,7005479.0,28571.0,ISLAND BENEATH THE SEA,ISLAND BENEATH THE SEA,True,female,457
1787,Katherine Applegate,1036736.0,4.26,11594337.0,106005.0,THE ONE AND ONLY,THE ONE AND ONLY,True,female,307
1788,Mary Kay Andrews,21387.0,4.02,36336690.0,9839.0,THE HIGH TIDE CLUB,THE HIGH TIDE CLUB,True,None,470
1789,Laurie R. King,6760.0,4.15,25177005.0,6539.0,THE MURDER OF MARY RUSSELL,THE MURDER OF MARY RUSSELL,True,female,None
1790,Lauren Weisberger,3490.0,2.89,16130307.0,28262.0,REVENGE WEARS PRADA,REVENGE WEARS PRADA,True,female,400
1791,Laurell K. Hamilton,9550.0,3.75,15734760.0,12919.0,A SHIVER OF LIGHT,A SHIVER OF LIGHT,True,female,372
1792,Edward Rutherfurd,16204.0,4.12,8258519.0,28358.0,NEW YORK,NEW YORK,True,None,862
1793,Jennifer Weiner,9212.0,3.69,9758764.0,41014.0,THEN CAME YOU,THEN CAME YOU,True,female,352
1794,Deirdre Verne,8276614.0,3.84,22351145.0,115.0,DRAWING CONCLUSIONS,DRAWING CONCLUSIONS,True,None,312
1795,Mary Higgins Clark,99044.0,3.97,25111011.0,10147.0,ALL DRESSED IN WHITE,ALL DRESSED IN WHITE,True,female,288
1796,Stephen Hunter,12546.0,4.07,6379549.0,7363.0,"I, SNIPER","I, SNIPER",True,male,418
1797,Jeffrey Archer,4820.0,3.91,4102763.0,14352.0,PATHS OF GLORY,PATHS OF GLORY,True,male,None
1798,Michael Ondaatje,4030.0,3.71,35657511.0,17820.0,WARLIGHT,WARLIGHT,True,male,304
1799,Robert   Harris,575.0,4.35,25488982.0,7698.0,DICTATOR,DICTATOR,True,None,385
1800,Steve Martini,1648.0,3.92,6279874.0,3960.0,GUARDIAN OF LIES,GUARDIAN OF LIES,True,male,438
1801,Joanne Fluke,18819.0,3.55,22544406.0,6081.0,DOUBLE FUDGE BROWNIE MURDER,DOUBLE FUDGE BROWNIE MURDER,True,female,356
1802,Paullina Simons,47499.0,4.29,83143.0,29945.0,TATIANA,TATIANA,True,female,559
1803,Daniel Silva,29085.0,4.32,31371230.0,16311.0,HOUSE OF SPIES,HOUSE OF SPIES,True,None,576
1804,John Grisham,721.0,3.59,6398972.0,18226.0,FORD COUNTY,FORD COUNTY,True,male,308
1805,Ian Rankin,33031.0,4.06,14781507.0,11747.0,STANDING IN ANOTHER MAN'S GRAVE,STANDING IN ANOTHER MAN'S GRAVE,True,male,388
1806,Erin Hunter,27498.0,4.3,3342493.0,13652.0,SHADOW OF POWER,SHADOW OF POWER,True,female,316
1807,Amanda Quick,42211.0,4.03,6908832.0,7193.0,BURNING LAMP,BURNING LAMP,True,None,340
1808,Danielle Steel,14255.0,3.89,28242892.0,6227.0,RUSHING WATERS,RUSHING WATERS,True,female,None
1809,James Patterson,3780.0,3.8,2029176.0,23964.0,SAIL,SAIL,True,male,388
1810,Blake Crouch,442240.0,4.1,27833670.0,159156.0,DARK MATTER,DARK MATTER,True,None,342
1811,Brad Thor,5088.0,4.16,23481124.0,10383.0,CODE OF CONDUCT,CODE OF CONDUCT,True,male,360
1812,Dean Koontz,9355.0,4.02,605015.0,22245.0,DEAD OR ALIVE,DEAD OR ALIVE,True,None,400
1813,Peter V. Brett,1405152.0,4.14,13630171.0,26900.0,THE SKULL THRONE,THE SKULL THRONE,True,male,681
1814,Ralph Ellison,7508.0,3.85,16981.0,140873.0,INVISIBLE,INVISIBLE,True,male,581
1815,H.M. Ward,4330590.0,3.93,17231976.0,30205.0,DAMAGED,DAMAGED,True,female,341
1816,Sarah Waters,25334.0,3.69,25584847.0,21116.0,NIGHT WATCH,NIGHT WATCH,True,female,528
1817,George Saunders,8885.0,3.78,29906980.0,88675.0,LINCOLN IN THE BARDO,LINCOLN IN THE BARDO,True,male,343
1818,Christina Lauren,6556689.0,4.05,17831617.0,26355.0,BOMBSHELL,BOMBSHELL,True,female,160
1819,Chevy Stevens,3163298.0,3.97,7159515.0,57090.0,STILL MISSING,STILL MISSING,True,None,None
1820,Ruby Dixon,8573519.0,4.01,36209818.0,2494.0,CORSAIR,CORSAIR,True,female,None
1821,Brad Meltzer,14610.0,3.6,3202905.0,10914.0,THE BOOK OF LIES,THE BOOK OF LIES,True,male,334
1822,Janet Evanovich,2384.0,3.75,32942027.0,29053.0,HARDCORE TWENTY-FOUR,HARDCORE TWENTY-FOUR,True,female,320
1823,Marissa Meyer,4684322.0,4.17,29772863.0,14774.0,WIRED,WIRED,True,female,238
1824,Robert   Harris,575.0,3.85,33539583.0,11171.0,MUNICH,MUNICH,True,None,352
1825,Dan Brown,630.0,3.69,6411961.0,459656.0,THE LOST SYMBOL,THE LOST SYMBOL,True,male,509
1826,Lauren Weisberger,3490.0,3.51,7569223.0,28973.0,LAST NIGHT AT CHATEAU MARMONT,LAST NIGHT AT CHATEAU MARMONT,True,female,432
1827,Barry Lyga,150484.0,4.02,7766027.0,30202.0,KILLER,KILLER,True,male,359
1828,Thomas Pynchon,235.0,3.73,5933841.0,23541.0,INHERENT VICE,INHERENT VICE,True,male,369
1829,Jodi Picoult,7128.0,4.02,6614960.0,131482.0,HOUSE RULES,HOUSE RULES,True,female,532
1830,Andrew Gross,8214.0,3.77,4774462.0,2904.0,DON'T LOOK TWICE,DON'T LOOK TWICE,True,male,376
1831,Chuck Palahniuk,2546.0,3.46,22822857.0,5095.0,MAKE SOMETHING UP,MAKE SOMETHING UP,True,male,318
1832,Janet Evanovich,2384.0,3.76,23012480.0,15330.0,WICKED CHARMS,WICKED CHARMS,True,female,308
1833,John Sandford,4610.0,4.19,13593555.0,16475.0,MAD RIVER,MAD RIVER,True,male,387
1834,Jacqueline Winspear,5023.0,4.16,30655763.0,8849.0,IN THIS GRAVE HOUR,IN THIS GRAVE HOUR,True,None,368
1835,Tatiana de Rosnay,305400.0,3.09,12122542.0,10680.0,THE HOUSE I LOVED,THE HOUSE I LOVED,True,female,222
1836,Janet Evanovich,2384.0,3.94,24950845.0,40853.0,TRICKY TWENTY-TWO,TRICKY TWENTY-TWO,True,female,282
1837,Salman Rushdie,3299.0,3.58,1317696.0,15710.0,THE ENCHANTRESS OF FLORENCE,THE ENCHANTRESS OF FLORENCE,True,male,359
1838,Chris Cleave,374590.0,3.68,15015218.0,14293.0,GOLD,GOLD,True,male,384
1839,Danielle Steel,14255.0,3.83,26060436.0,4095.0,PRECIOUS GIFTS,PRECIOUS GIFTS,True,female,418
1840,Miranda July,65678.0,3.59,21412400.0,20632.0,THE FIRST BAD MAN,THE FIRST BAD MAN,True,female,288
1841,Janelle Brown,970639.0,3.72,32740062.0,13077.0,WATCH ME DISAPPEAR,WATCH ME DISAPPEAR,True,female,358
1842,Mary Higgins Clark,99044.0,3.75,3609537.0,10124.0,JUST TAKE MY HEART,JUST TAKE MY HEART,True,female,322
1843,David Weber,10517.0,4.11,2381756.0,6752.0,BY SCHISM RENT ASUNDER,BY SCHISM RENT ASUNDER,True,male,510
1844,Mercedes Lackey,8685.0,3.94,13515085.0,5392.0,REDOUBT,REDOUBT,True,female,330
1845,Becca Fitzpatrick,2876763.0,3.99,6339664.0,509980.0,HUSH HUSH,HUSH HUSH,True,female,391
1846,Elizabeth Gilbert,11679.0,3.83,17465453.0,79554.0,THE SIGNATURE OF ALL THINGS,THE SIGNATURE OF ALL THINGS,True,female,501
1847,Lisa Scottoline,20258.0,3.73,21853628.0,24378.0,EVERY FIFTEEN MINUTES,EVERY FIFTEEN MINUTES,True,female,435
1848,Susan Mallery,8716.0,3.78,31875693.0,4856.0,SECRETS OF THE TULIP SISTERS,SECRETS OF THE TULIP SISTERS,True,female,384
1849,Terry Brooks,9629.0,4.14,2675261.0,11748.0,THE GYPSY MORPH,THE GYPSY MORPH,True,male,402
1850,Debbie Macomber,11349.0,4.2,5981415.0,12762.0,SUMMER ON BLOSSOM STREET,SUMMER ON BLOSSOM STREET,True,female,368
1851,J.A. Jance,3453636.0,3.67,24809272.0,3386.0,DANCE OF THE BONES,DANCE OF THE BONES,True,female,355
1852,Reed Farrel Coleman,138518.0,4.1,24612102.0,3878.0,ROBERT B PARKER'S THE DEVIL WINS,ROBERT B PARKER'S THE DEVIL WINS,True,male,352
1853,Scott Lynch,73149.0,4.24,2890090.0,68027.0,THE REPUBLIC OF THIEVES,THE REPUBLIC OF THIEVES,True,male,650
1854,Susan Wiggs,21155.0,4.0,16074553.0,10259.0,THE APPLE ORCHARD,THE APPLE ORCHARD,True,female,432
1855,Debbie Macomber,11349.0,3.93,13414594.0,18585.0,THE INN AT ROSE HARBOR,THE INN AT ROSE HARBOR,True,female,330
1856,Fredrik Backman,6485178.0,4.29,33413128.0,119771.0,BEARTOWN,BEARTOWN,True,None,None
1857,Lauren Kate,2905297.0,3.73,6487308.0,442467.0,FALLEN,FALLEN,True,female,452
1858,Spencer Quinn,1932450.0,4.04,16130393.0,3060.0,THE SOUND AND THE FURRY,THE SOUND AND THE FURRY,True,male,320
1859,Riley Sager,15263414.0,4.09,36626748.0,24654.0,THE LAST TIME I LIED,THE LAST TIME I LIED,True,None,None
1860,Wilbur Smith,4043.0,3.94,6073881.0,4834.0,ASSEGAI,ASSEGAI,True,male,471
1861,Paula McLain,290189.0,3.8,8683812.0,234488.0,THE PARIS WIFE,THE PARIS WIFE,True,female,314
1862,Jeffrey Archer,4820.0,4.12,21853645.0,21443.0,MIGHTIER THAN THE SWORD,MIGHTIER THAN THE SWORD,True,male,400
1863,J.D. Robb,17065.0,4.3,13007638.0,19801.0,CELEBRITY IN DEATH,CELEBRITY IN DEATH,True,None,389
1864,Ann Patchett,7136914.0,3.87,9118135.0,150821.0,STATE OF WONDER,STATE OF WONDER,True,female,353
1865,Michael Hassan,6161912.0,3.9,14807762.0,1596.0,CRASH AND BURN,CRASH AND BURN,True,male,532
1866,Patricia Cornwell,1025097.0,3.61,24903919.0,14483.0,DEPRAVED HEART,DEPRAVED HEART,True,female,466
1867,William Kent Krueger,71170.0,4.17,15803059.0,59060.0,ORDINARY GRACE,ORDINARY GRACE,True,male,307
1868,Amy Bloom,115220.0,3.22,18316089.0,15373.0,LUCKY US,LUCKY US,True,female,256
1869,Alice Hoffman,3502.0,3.97,34037113.0,39470.0,THE RULES OF MAGIC,THE RULES OF MAGIC,True,None,369
1870,Christine Feehan,6268.0,4.16,22152502.0,4775.0,DARK PROMISES,DARK PROMISES,True,female,384
1871,Miranda Beverly-Whittemore,174088.0,3.44,18339743.0,15291.0,BITTERSWEET,BITTERSWEET,True,female,381
1872,Tracy Chevalier,1973.0,3.62,24611681.0,13859.0,AT THE EDGE OF THE ORCHARD,AT THE EDGE OF THE ORCHARD,True,female,289
1873,Kathy Reichs,26372.0,3.91,7189177.0,19809.0,SPIDER BONES,SPIDER BONES,True,female,306
1874,Isaac Asimov,16667.0,4.15,29579.0,349555.0,FOUNDATION,FOUNDATION,True,male,244
1875,Susan Mallery,8716.0,4.1,13548158.0,7455.0,A FOOL'S GOLD CHRISTMAS,A FOOL'S GOLD CHRISTMAS,True,female,320
1876,Harlan Coben,24689.0,3.88,11737271.0,35733.0,STAY CLOSE,STAY CLOSE,True,None,387
1877,Stephenie Meyer,941441.0,3.84,1656001.0,819325.0,THE HOST,THE HOST,True,female,620
1878,MaryJanice Davidson,1429808.0,3.76,5465066.0,11249.0,UNDEAD AND UNWELCOME,UNDEAD AND UNWELCOME,True,female,282
1879,Katie Klein,4503081.0,3.91,10801027.0,18623.0,CROSS MY HEART,CROSS MY HEART,True,female,225
1880,Gillian Flynn,2383.0,4.06,19288043.0,1916806.0,GONE,GONE,True,female,415
1881,Pete Nelson,63539.0,3.83,109802.0,1451.0,LEFT FOR DEAD,LEFT FOR DEAD,True,None,224
1882,W.E.B. Griffin,1415338.0,4.13,6640294.0,2395.0,THE HONOR OF SPIES,THE HONOR OF SPIES,True,male,944
1883,James Luceno,9346.0,4.08,11099729.0,14816.0,DARTH PLAGUEIS,DARTH PLAGUEIS,True,male,379
1884,Nora Roberts,625.0,4.1,31415529.0,23597.0,COME SUNDOWN,COME SUNDOWN,True,female,466
1885,William Gibson,9226.0,3.94,20821159.0,14522.0,THE PERIPHERAL,THE PERIPHERAL,True,male,485
1886,Terry Brooks,9629.0,4.15,36196054.0,1123.0,THE SKAAR INVASION,THE SKAAR INVASION,True,male,None
1887,Anne Bishop,26897.0,4.34,6625002.0,9855.0,SHALADOR'S LADY,SHALADOR'S LADY,True,female,476
1888,M.C. Beaton,1657638.0,3.62,13538782.0,4108.0,HISS AND HERS,HISS AND HERS,True,female,294
1889,Terry Brooks,9629.0,4.03,10199908.0,7055.0,THE MEASURE OF THE MAGIC,THE MEASURE OF THE MAGIC,True,male,383
1890,James Patterson,3780.0,4.04,11872242.0,33769.0,11TH HOUR,11TH HOUR,True,male,416
1891,Anne Bishop,26897.0,4.27,21457243.0,23794.0,VISION IN SILVER,VISION IN SILVER,True,female,400
1892,Sophie Hannah,232473.0,3.27,19367226.0,13457.0,THE MONOGRAM MURDERS,THE MONOGRAM MURDERS,True,female,320
1893,Sylvain Reynard,4562483.0,4.01,10140661.0,133716.0,INFERNO,INFERNO,True,None,506
1894,Vanessa Diffenbaugh,4537214.0,4.08,10032672.0,177902.0,THE LANGUAGE OF FLOWERS,THE LANGUAGE OF FLOWERS,True,female,323
1895,Amanda Quick,42211.0,3.83,18667949.0,5734.0,OTHERWISE ENGAGED,OTHERWISE ENGAGED,True,None,352
1896,Patricia Cornwell,1025097.0,3.76,11057626.0,21099.0,RED MIST,RED MIST,True,female,512
1897,Dorothea Benton Frank,36935.0,3.57,23215447.0,8029.0,ALL THE SINGLE LADIES,ALL THE SINGLE LADIES,True,female,357
1898,Cathleen Schine,127216.0,2.9,6670347.0,7598.0,THE THREE WEISSMANNS OF WESTPORT,THE THREE WEISSMANNS OF WESTPORT,True,female,295
1899,Naomi Novik,8730.0,3.94,12069434.0,10296.0,CRUCIBLE OF GOLD,CRUCIBLE OF GOLD,True,female,325
1900,Khaled Hosseini,569.0,4.05,16115612.0,262220.0,AND THE MOUNTAINS ECHOED,AND THE MOUNTAINS ECHOED,True,male,404
1901,Robert Jordan,6252.0,4.36,1166599.0,112191.0,THE GATHERING STORM,THE GATHERING STORM,True,male,783
1902,Orson Scott Card,589.0,4.3,375802.0,987549.0,END GAME,END GAME,True,male,324
1903,Haruki Murakami,3354.0,3.84,41022133.0,108065.0,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,True,male,308
1904,Christine Feehan,6268.0,4.4,33000428.0,3813.0,DARK LEGACY,DARK LEGACY,True,female,None
1905,Fredrik Backman,6485178.0,4.37,36373463.0,34631.0,US AGAINST YOU,US AGAINST YOU,True,None,448
1906,Jeffery Deaver,1612.0,3.81,5568007.0,9882.0,ROADSIDE CROSSES,ROADSIDE CROSSES,True,male,397
1907,Terry Pratchett,1654.0,3.75,13147230.0,44408.0,THE LONG EARTH,THE LONG EARTH,True,male,336
1908,Joyce Carol Oates,3524.0,3.18,15818440.0,5109.0,THE ACCURSED,THE ACCURSED,True,female,688
1909,John Darnielle,1029937.0,3.72,20575425.0,18929.0,WOLF IN WHITE VAN,WOLF IN WHITE VAN,True,male,224
1910,E. Lynn Harris,81011.0,3.93,3697549.0,1820.0,BASKETBALL JONES,BASKETBALL JONES,True,male,256
1911,Lisa See,713.0,4.07,9500416.0,52351.0,DREAMS OF JOY,DREAMS OF JOY,True,female,354
1913,James Rollins,38809.0,4.13,18090019.0,7112.0,THE KILL SWITCH,THE KILL SWITCH,True,male,388
1914,Samantha Shannon,5830526.0,4.19,17901125.0,16301.0,THE MIME ORDER,THE MIME ORDER,True,female,510
1915,Colson Whitehead,10029.0,3.26,10365343.0,15694.0,ZONE ONE,ZONE ONE,True,male,259
1916,Christine Feehan,6268.0,4.42,31472215.0,3633.0,POWER GAME,POWER GAME,True,female,464
1917,Linda Fairstein,48895.0,3.87,23399015.0,3613.0,DEVIL'S BRIDGE,DEVIL'S BRIDGE,True,None,384
1918,Clive Cussler,18411.0,4.0,30763910.0,3427.0,THE CUTTHROAT,THE CUTTHROAT,True,male,393
1919,Elin Hilderbrand,88301.0,3.7,2285777.0,26559.0,A SUMMER AFFAIR,A SUMMER AFFAIR,True,None,408
1920,Junot Díaz,55215.0,3.9,297673.0,207423.0,THE BRIEF WONDROUS LIFE OF OSCAR WAO,THE BRIEF WONDROUS LIFE OF OSCAR WAO,True,male,335
1921,Kelley R. Martin,6861964.0,3.98,18520167.0,10782.0,KNOCKOUT,KNOCKOUT,True,female,286
1922,Nicholas Sparks,2345.0,4.2,40603730.0,304791.0,HAVEN,HAVEN,True,male,353
1923,James Bassett,988190.0,4.33,25045361.0,772.0,IN HARM'S WAY,IN HARM'S WAY,True,male,None
1924,John Hart,47072.0,4.08,26883206.0,14466.0,REDEMPTION ROAD,REDEMPTION ROAD,True,male,417
1925,Mary Kay Andrews,21387.0,3.79,9751378.0,25658.0,SUMMER RENTAL,SUMMER RENTAL,True,None,402
1926,C.J. Daugherty,5430378.0,4.03,12576579.0,14799.0,NIGHT SCHOOL,NIGHT SCHOOL,True,female,454
1927,Jeff Shaara,14655.0,4.22,2047408.0,5408.0,THE STEEL WAVE,THE STEEL WAVE,True,male,493
1928,Kerri Maniscalco,14584166.0,4.02,40727470.0,30001.0,RIPPER,RIPPER,True,female,337
1929,Steve Berry,3621.0,3.93,21853687.0,7918.0,THE PATRIOT THREAT,THE PATRIOT THREAT,True,male,386
1930,Joanne Fluke,18819.0,3.79,4615457.0,9121.0,CREAM PUFF MURDER,CREAM PUFF MURDER,True,female,310
1931,Sandra Brown,6218.0,3.95,6668592.0,11834.0,RAINWATER,RAINWATER,True,female,247
1932,J.R.R. Tolkien,656983.0,4.52,18512.0,575917.0,THE RETURNED,THE RETURNED,True,male,490
1933,Chuck Palahniuk,2546.0,3.38,9912994.0,42690.0,DAMNED,DAMNED,True,male,256
1934,Barbara Kingsolver,3541.0,3.77,13438524.0,73221.0,FLIGHT BEHAVIOR,FLIGHT BEHAVIOR,True,female,436
1935,Charlaine Harris,17061.0,3.77,28220808.0,6102.0,ALL THE LITTLE LIARS,ALL THE LITTLE LIARS,True,None,229
1936,Michael Buckley,65335.0,4.23,295834.0,20268.0,SUSPECT,SUSPECT,True,male,292
1937,John Grisham,721.0,3.55,20707959.0,70720.0,GRAY MOUNTAIN,GRAY MOUNTAIN,True,male,368
1938,Stuart Woods,3936.0,4.02,28815373.0,3463.0,SMOOTH OPERATOR,SMOOTH OPERATOR,True,male,352
1939,Nicholas Sparks,2345.0,4.16,35545737.0,593735.0,THE WALK,THE WALK,True,male,215
1940,James Patterson,3780.0,4.02,15734464.0,31219.0,12TH OF NEVER,12TH OF NEVER,True,male,368
1941,Elizabeth  George,1402383.0,4.25,35743047.0,8931.0,THE PUNISHMENT SHE DESERVES,THE PUNISHMENT SHE DESERVES,True,female,692
1942,J.R. Ward,20248.0,4.41,7046495.0,96403.0,LOVER MINE,LOVER MINE,True,None,528
1943,Nassim Nicholas Taleb,21559.0,3.91,242472.0,68582.0,IMPACT,IMPACT,True,None,366
1944,J.D. Robb,17065.0,4.41,28186363.0,16437.0,APPRENTICE IN DEATH,APPRENTICE IN DEATH,True,None,375
1945,Clive Cussler,18411.0,3.9,2990950.0,11746.0,ARCTIC DRIFT,ARCTIC DRIFT,True,male,515
1946,Michael Brandman,4678962.0,3.89,17707636.0,4050.0,ROBERT B PARKER'S DAMNED IF YOU DO,ROBERT B PARKER'S DAMNED IF YOU DO,True,male,288
